2020-01-04, "extractor fan", 09:23:17
2020-01-04, "extractor fan", 10:38:48
2020-01-04, "extractor fan", 12:06:21
2020-01-04, "extractor fan", 14:24:51
2020-01-04, "extractor fan", 17:46:07
2020-01-05, "extractor fan", 12:36:21
2020-01-05, "extractor fan", 14:43:44
2020-01-05, "extractor fan", 16:45:02
2020-01-06, "extractor fan", 09:30:32
2020-01-07, "extractor fan", 09:42:32
2020-01-08, "extractor fan", 09:49:08
2020-01-08, "extractor fan", 11:17:52
2020-01-08, "extractor fan", 13:53:22
2020-01-09, "extractor fan", 12:36:35
2020-01-09, "extractor fan", 16:39:27
2020-01-09, "extractor fan", 18:41:32
2020-01-10, "extractor fan", 08:41:22
2020-01-10, "extractor fan", 10:15:57
2020-01-10, "extractor fan", 12:32:14
2020-01-10, "extractor fan", 13:24:26
2020-01-10, "extractor fan", 13:31:56
2020-01-10, "extractor fan", 14:36:08
2020-01-10, "extractor fan", 14:52:25
2020-01-10, "extractor fan", 18:21:38
2020-01-10, "extractor fan", 18:52:26
2020-01-11, "extractor fan", 07:49:26
2020-01-11, "extractor fan", 08:40:31
2020-01-11, "extractor fan", 12:13:32
2020-01-11, "extractor fan", 14:34:00
2020-01-12, "extractor fan", 06:31:39
2020-01-13, "extractor fan", 08:23:21
2020-01-13, "extractor fan", 13:20:09
2020-01-14, "extractor fan", 08:01:27
2020-01-14, "extractor fan", 10:23:28
2020-01-14, "extractor fan", 14:59:40
2020-01-14, "extractor fan", 17:43:43
2020-01-14, "extractor fan", 18:20:05
2020-01-15, "extractor fan", 08:56:14
2020-01-15, "extractor fan", 14:55:54
2020-01-16, "extractor fan", 08:03:36
2020-01-16, "extractor fan", 14:25:41
2020-01-17, "extractor fan", 11:38:19
2020-01-17, "extractor fan", 14:27:49
