2020-04-01, "coffee machine", 05:48:17
2020-04-01, "coffee machine", 10:41:20
2020-04-02, "coffee machine", 05:55:41
2020-04-02, "coffee machine", 09:37:15
2020-04-03, "coffee machine", 06:04:45
2020-04-03, "coffee machine", 13:41:42
2020-04-04, "coffee machine", 07:04:14
2020-04-04, "coffee machine", 11:05:12
2020-04-04, "coffee machine", 11:49:01
2020-04-04, "coffee machine", 12:39:58
2020-04-05, "coffee machine", 06:17:37
2020-04-05, "coffee machine", 12:20:45
2020-04-06, "coffee machine", 05:41:51
2020-04-06, "coffee machine", 08:10:28
2020-04-06, "coffee machine", 12:26:13
2020-04-07, "coffee machine", 05:32:35
2020-04-07, "coffee machine", 10:29:25
2020-04-07, "coffee machine", 12:38:38
2020-04-08, "coffee machine", 05:25:41
2020-04-08, "coffee machine", 12:45:15
2020-04-09, "coffee machine", 06:14:31
2020-04-09, "coffee machine", 10:39:51
2020-04-10, "coffee machine", 07:03:50
2020-04-10, "coffee machine", 12:20:03
2020-04-11, "coffee machine", 05:14:14
2020-04-11, "coffee machine", 07:24:17
2020-04-11, "coffee machine", 10:19:52
2020-04-12, "coffee machine", 13:09:55
2020-04-13, "coffee machine", 05:39:07
2020-04-13, "coffee machine", 10:20:18
2020-04-13, "coffee machine", 12:07:01
2020-04-14, "coffee machine", 06:22:11
2020-04-14, "coffee machine", 08:20:27
2020-04-14, "coffee machine", 11:07:42
2020-04-14, "coffee machine", 13:16:54
