2019-11-01, "lamp_1", 05:17:02
2019-11-01, "lamp_1", 15:51:38
2019-11-02, "lamp_1", 04:51:36
2019-11-02, "lamp_1", 14:43:32
2019-11-03, "lamp_1", 05:22:55
2019-11-03, "lamp_1", 16:00:49
2019-11-04, "lamp_1", 05:18:55
2019-11-04, "lamp_1", 15:47:50
2019-11-05, "lamp_1", 05:05:24
2019-11-05, "lamp_1", 14:46:44
2019-11-06, "lamp_1", 05:36:46
2019-11-06, "lamp_1", 14:16:19
2019-11-07, "lamp_1", 06:13:25
2019-11-07, "lamp_1", 15:33:04
2019-11-08, "lamp_1", 16:26:31
2019-11-09, "lamp_1", 05:06:47
2019-11-09, "lamp_1", 14:51:58
2019-11-10, "lamp_1", 16:03:51
2019-11-11, "lamp_1", 16:29:02
2019-11-11, "lamp_1", 16:52:45
2019-11-12, "lamp_1", 15:47:05
2019-11-13, "lamp_1", 15:45:32
2019-11-14, "lamp_1", 16:29:15
