2020-02-02, "washing machine", 13:29:25
2020-02-02, "washing machine", 17:38:08
2020-02-02, "washing machine", 21:05:23
2020-02-04, "washing machine", 17:09:14
2020-02-05, "washing machine", 12:35:43
2020-02-05, "washing machine", 18:59:35
2020-02-06, "washing machine", 09:08:57
2020-02-06, "washing machine", 10:33:59
2020-02-07, "washing machine", 15:07:02
2020-02-08, "washing machine", 16:10:36
2020-02-08, "washing machine", 19:04:42
2020-02-10, "washing machine", 08:52:55
2020-02-10, "washing machine", 10:02:26
2020-02-13, "washing machine", 13:29:00
