2020-02-01, "coffee machine", 07:27:01
2020-02-01, "coffee machine", 13:06:42
2020-02-02, "coffee machine", 07:40:42
2020-02-02, "coffee machine", 14:35:59
2020-02-03, "coffee machine", 06:55:57
2020-02-04, "coffee machine", 07:58:53
2020-02-04, "coffee machine", 08:56:18
2020-02-04, "coffee machine", 09:01:51
2020-02-05, "coffee machine", 07:50:40
2020-02-06, "coffee machine", 07:27:37
2020-02-07, "coffee machine", 07:03:53
2020-02-08, "coffee machine", 06:59:52
2020-02-09, "coffee machine", 07:23:13
2020-02-09, "coffee machine", 14:08:22
2020-02-10, "coffee machine", 06:51:19
2020-02-10, "coffee machine", 15:00:19
2020-02-11, "coffee machine", 07:06:22
2020-02-12, "coffee machine", 07:21:15
2020-02-13, "coffee machine", 06:42:42
