2020-03-01, "television_1", 10:51:11
2020-03-01, "television_1", 18:44:21
2020-03-02, "television_1", 11:43:21
2020-03-02, "television_1", 17:50:04
2020-03-03, "television_1", 10:57:36
2020-03-03, "television_1", 17:56:58
2020-03-04, "television_1", 10:52:27
2020-03-05, "television_1", 11:00:55
2020-03-06, "television_1", 10:54:14
2020-03-06, "television_1", 17:57:10
2020-03-07, "television_1", 11:01:25
2020-03-07, "television_1", 13:59:11
2020-03-08, "television_1", 10:50:34
2020-03-08, "television_1", 17:56:14
2020-03-09, "television_1", 10:48:08
2020-03-10, "television_1", 17:53:12
2020-03-11, "television_1", 10:49:45
2020-03-11, "television_1", 17:56:03
2020-03-12, "television_1", 10:46:25
2020-03-12, "television_1", 17:59:37
2020-03-13, "television_1", 10:51:22
2020-03-13, "television_1", 17:59:58
2020-03-14, "television_1", 11:04:27
2020-03-14, "television_1", 19:22:53
