2020-04-01, "microwave", 09:09:45
2020-04-01, "microwave", 09:54:54
2020-04-03, "microwave", 17:12:39
2020-04-03, "microwave", 17:16:13
2020-04-03, "microwave", 17:20:30
2020-04-04, "microwave", 09:46:34
2020-04-04, "microwave", 09:50:15
2020-04-05, "microwave", 09:29:22
2020-04-05, "microwave", 09:32:43
2020-04-05, "microwave", 16:36:53
2020-04-06, "microwave", 10:14:33
2020-04-06, "microwave", 10:20:22
2020-04-06, "microwave", 10:28:31
2020-04-07, "microwave", 09:30:52
2020-04-07, "microwave", 09:55:42
2020-04-09, "microwave", 08:57:45
2020-04-09, "microwave", 09:10:54
2020-04-09, "microwave", 10:10:07
2020-04-09, "microwave", 10:16:02
2020-04-09, "microwave", 18:30:40
2020-04-10, "microwave", 09:30:43
2020-04-10, "microwave", 09:38:26
2020-04-10, "microwave", 09:45:07
2020-04-11, "microwave", 09:43:31
2020-04-14, "microwave", 16:39:02
2020-04-14, "microwave", 16:42:39
2020-04-14, "microwave", 16:44:50
