2020-01-04, "television", 15:39:19
2020-01-05, "television", 12:13:58
2020-01-05, "television", 15:07:17
2020-01-06, "television", 21:51:01
2020-01-07, "television", 14:32:31
2020-01-08, "television", 17:38:37
2020-01-09, "television", 16:41:47
2020-01-09, "television", 20:03:31
2020-01-10, "television", 13:56:36
2020-01-11, "television", 13:54:38
2020-01-11, "television", 22:55:13
2020-01-12, "television", 22:00:27
2020-01-13, "television", 15:01:05
2020-01-13, "television", 16:14:26
2020-01-14, "television", 17:14:15
2020-01-15, "television", 16:19:50
