2020-02-03, "toaster", 06:59:48
2020-02-03, "toaster", 07:02:12
2020-02-04, "toaster", 13:16:22
2020-02-04, "toaster", 13:22:04
2020-02-05, "toaster", 07:50:20
2020-02-05, "toaster", 07:58:07
2020-02-05, "toaster", 08:01:12
2020-02-06, "toaster", 07:28:15
2020-02-06, "toaster", 07:30:22
2020-02-07, "toaster", 07:06:17
2020-02-07, "toaster", 07:09:20
2020-02-07, "toaster", 14:24:54
2020-02-09, "toaster", 07:24:41
2020-02-09, "toaster", 07:28:08
2020-02-09, "toaster", 07:29:45
2020-02-09, "toaster", 07:43:35
2020-02-10, "toaster", 06:54:00
2020-02-10, "toaster", 06:56:27
2020-02-10, "toaster", 06:58:06
2020-02-10, "toaster", 06:59:23
2020-02-10, "toaster", 07:02:53
2020-02-10, "toaster", 07:05:59
2020-02-10, "toaster", 07:08:10
2020-02-11, "toaster", 07:05:52
2020-02-11, "toaster", 07:08:09
2020-02-11, "toaster", 07:10:54
2020-02-11, "toaster", 07:14:43
2020-02-12, "toaster", 07:32:55
2020-02-12, "toaster", 07:35:05
2020-02-13, "toaster", 06:42:36
2020-02-13, "toaster", 10:38:14
2020-02-13, "toaster", 10:41:34
