2019-11-01, "computer", 18:23:20
2019-11-02, "computer", 09:57:01
2019-11-02, "computer", 13:30:03
2019-11-02, "computer", 16:56:35
2019-11-02, "computer", 18:28:04
2019-11-02, "computer", 19:46:55
2019-11-02, "computer", 20:48:33
2019-11-03, "computer", 08:39:51
2019-11-04, "computer", 07:22:34
2019-11-04, "computer", 11:34:09
2019-11-04, "computer", 20:20:29
2019-11-05, "computer", 09:01:09
2019-11-05, "computer", 09:39:46
2019-11-05, "computer", 11:55:35
2019-11-05, "computer", 15:04:11
2019-11-05, "computer", 16:59:02
2019-11-05, "computer", 18:30:27
2019-11-05, "computer", 19:02:27
2019-11-05, "computer", 20:52:16
2019-11-06, "computer", 08:55:20
2019-11-07, "computer", 08:44:38
2019-11-07, "computer", 09:26:15
2019-11-07, "computer", 16:09:26
2019-11-07, "computer", 16:42:50
2019-11-07, "computer", 18:51:11
2019-11-07, "computer", 21:03:36
2019-11-08, "computer", 11:43:52
2019-11-08, "computer", 13:44:53
2019-11-08, "computer", 18:38:14
2019-11-08, "computer", 20:53:37
2019-11-08, "computer", 21:10:02
2019-11-09, "computer", 07:32:14
2019-11-09, "computer", 09:16:54
2019-11-09, "computer", 10:08:20
2019-11-09, "computer", 10:55:14
2019-11-09, "computer", 11:59:35
2019-11-09, "computer", 17:02:17
2019-11-09, "computer", 19:21:46
2019-11-10, "computer", 08:47:20
2019-11-10, "computer", 13:10:17
2019-11-10, "computer", 17:55:51
2019-11-11, "computer", 08:31:31
2019-11-11, "computer", 20:31:37
2019-11-12, "computer", 09:54:21
2019-11-12, "computer", 10:13:12
2019-11-12, "computer", 10:32:23
2019-11-12, "computer", 16:38:09
2019-11-12, "computer", 17:33:55
2019-11-12, "computer", 19:36:55
2019-11-13, "computer", 08:48:10
2019-11-13, "computer", 12:38:56
2019-11-13, "computer", 15:39:32
2019-11-13, "computer", 16:28:39
2019-11-13, "computer", 18:23:55
2019-11-14, "computer", 12:30:14
2019-11-14, "computer", 17:21:49
2019-11-14, "computer", 18:56:44
